,abacavir,abirateron,acetaminop,acetazolam,acetic,adefovir,adenosine,albuterol,alclometas,aliskiren,aluminum,amantadine,ambrisenta,amifostine,amikacin,amino,aminocapro,amiodarone,amitriptyl,amoxapine,amoxicilli,amphetamin,ampicillin,anagrelide,argatroban,aspirin,atropine,azacitidin,azithromyc,bacteriost,belladonna,benzonatat,betamethas,bivalirudi,bleomycin,bosentan,bromphenir,budesonide,bumetanide,bupivacain,busulfan,butenafine,calcipotri,calcitonin,calcium,capecitabi,captopril,carbamazep,cardene,caspofungi,cefazolin,cefdinir,cefixime,cefotaxime,cefotetan,cefoxitin,ceftazidim,cefuroxime,cetirizine,chloramphe,chlordiaze,chloroproc,chlorothia,ciprofloxa,cisatracur,cisplatin,cladribine,clindamyci,clobazam,clobetasol,clomiprami,clonazepam,clonidine,clozapine,codeine,colestipol,collagenas,conjugated,cortisone,cyclopento,cysteamine,cysteine,cytarabine,cytotec,dacarbazin,daptomycin,darifenaci,daunorubic,deferasiro,desipramin,desmopress,desogestre,dexamethas,dexmedetom,dextroamph,dextrose,diazepam,diclofenac,didanosine,diflorason,diflunisal,diflupredn,digoxin,diltiazem,disopyrami,disulfiram,dobutamine,dofetilide,dopamine,dorzolamid,doxepin,doxercalci,doxycyclin,echothioph,edetate,efavirenz,enalaprila,epinephrin,epoprosten,eptifibati,ergotamine,ertapenem,erythromyc,esomeprazo,ethambutol,ethinyl,etodolac,etomidate,etoposide,famotidine,febuxostat,fentanyl,finasterid,floxuridin,fluconazol,fludarabin,fludrocort,flumazenil,fluocinoni,fluorescei,fluorometh,fluoxetine,flurazepam,fluvoxamin,fosamprena,fosphenyto,furosemide,gatifloxac,gentamicin,glipizide,glucagon,glyburide,glycopyrro,granisetro,guanfacine,haloperido,heparin,hydralazin,hydrochlor,hydrocodon,hydrocorti,hydromorph,hydroxocob,hydroxychl,hydroxypro,hydroxypro,hydroxyzin,hyoscyamin,ibuprofen,idarubicin,ifosfamide,imipenem,imipramine,indomethac,insulin,interferon,isoniazid,itraconazo,ketamine,ketoprofen,ketorolac,lactulose,lamivudine,lamivudine,lanoxin,leucovorin,leuprolide,levoleucov,lidocaine,lindane,linezolid,liothyroni,lisinopril,lithium,lorazepam,loxapine,mannitol,meclizine,medroxypro,megestrol,meloxicam,memantine,mepivacain,mesalamine,metaxalone,metformin,methadone,methamphet,methimazol,methocarba,methotrexa,methyldopa,methylphen,methylpred,metoclopra,metoprolol,metronidaz,midazolam,mirtazapin,misoprosto,mitoxantro,mometasone,montelukas,morphine,moxifloxac,multi-vita,mycophenol,nafcillin,nalbuphine,naratripta,nateglinid,nebivolol,nedocromil,nefazodone,neomycin,nevirapine,nizatidine,norepineph,norethindr,nystatin,octreotide,olanzapine,olopatadin,omeprazole,ondansetro,oxaliplati,oxaprozin,oxcarbazep,oxybutynin,oxytocin,paclitaxel,paliperido,pantoprazo,peginterfe,pentamidin,pentostati,pentoxifyl,phenobarbi,physostigm,pindolol,pioglitazo,piroxicam,polymyxin,potassium,pramipexol,prednicarb,prednisolo,pregabalin,procainami,procardia,promethazi,propafenon,propofol,protamine,quinapril,ranolazine,remifentan,repaglinid,rifampin,risedronat,risperidon,ritonavir,rocuronium,ropivacain,rosuvastat,saquinavir,scopolamin,selenium,sertraline,sildenafil,silodosin,simvastati,sodium,somatropin,spironolac,stavudine,succimer,sucralfate,sufentanil,sulfacetam,sulfasalaz,sumatripta,synercid,tacrolimus,talwin,telmisarta,temozolomi,testostero,thallous,thiothixen,timolol,tizanidine,tobramycin,topotecan,trandolapr,tranexamic,triamcinol,triamteren,trimethobe,valproate,valproic,vancomycin,vareniclin,vecuronium,verapamil,vibramycin,vincristin,vinorelbin,vitamin,voriconazo,zafirlukas,zinc,zolmitript,zolpidem
9/30/16,14127,,1948777,60800,16158,1344,1456,2408132,15652,,4944,69889,,150,2830,10820,173,99063,1279772,841,6560841,172661,51814,1379,0,3216771,45484,4498,2978354,147,627,455734,194146,400,3169,,14871,277596,91345,1049,,,33062,7582,182392,16332,30607,408957,63,,47849,887909,10866,335,294,6760,3070,104614,4677282,0,52597,0,4945,1149446,0,16385,86,1664783,,339635,34169,2513716,2541002,271892,214071,24458,29208,,107,11814,,,2637,340,2737,53,3385,77,,13175,236572,21131,555088,92,871952,49855,1042882,924625,1083,1530,5118,,157094,313000,828,22189,5315,3242,434,136116,239792,747,849656,,,,99,20300,42,0,0,,471159,114754,6300,30855,82027,55,11406,994599,,560097,186705,0,1619869,410,68296,227,192020,0,37397,2733841,9303,111063,,268,1900623,2349,168998,1178689,89983,366753,85527,31722,691775,487948,413966,382940,2817256,6991098,1408458,514872,720,313129,59,59,2258762,102510,7228350,0,925,1393,81430,158141,,,63743,7192,2904,9116,438798,296220,30150,30150,333,40549,106,1507,842516,1749,6059,0,7386664,593759,1601453,22713,2107,420322,772996,70594,1482713,60747,,9561,27737,5501232,255410,431,155089,709019,270219,31188,2471343,820060,460082,3584198,1489788,240608,1026300,51290,0,435408,3865192,923438,4882,3942,168376,2130,10986,20558,14311,,,4406,207864,8321,13254,0,134952,1300767,1859,776014,48348,3025584,3365384,20745,13731,754320,613808,354,35929,93735,2185545,,,,29122,169624,,3464,283815,24343,100769,1089366,133280,517,1370633,,0,59,1820537,10215,54640,256,52456,,,22558,21048,6636,1785429,,8877,358,140751,,,78602,3747464,28232,,2870213,888088,,778738,825,,240552,22,52098,49211,761990,0,194667,0,11180,5635,36810,,16800,121105,956648,224387,1980,2012,9592,2064860,158188,2528,632,141944,123330,,178,216386,1133,5945,941,687988,4856,10400,39713,9746,1581997
12/31/16,33029,,2151228,62948,15512,1500,1456,3642659,16532,,5317,74112,,113,3853,10259,68,102684,1330110,934,9168795,196784,53311,1520,0,3338742,43292,4099,4796041,200,504,834182,189325,455,2811,,14871,373516,94536,1049,,,35303,8168,181751,17570,30884,415470,37,,47849,1371624,5571,160,366,6228,4409,137832,5077008,22,53651,0,7594,1099380,0,15878,143,1670164,,322450,35636,2603395,2644114,273554,252844,24227,29568,,91,12399,,,2637,306,2524,5542,4181,72,,13527,239410,21473,555088,165,871952,46148,1048999,1023419,1032,1464,5429,,158331,334459,922,22605,4331,4467,449,144033,251333,1151,954776,,,,142,20300,36,0,,,492006,120733,6393,42605,81716,57,11406,1068638,,560097,198599,0,1691026,233,70048,608,185922,0,37622,2838558,9189,115541,,154,1917099,2529,176615,1239674,65656,367836,88147,30591,691775,489345,353943,401711,2927688,6906431,1352879,516625,720,328532,328,328,2353745,109070,8222133,0,983,2617,81680,157445,,,68236,8736,2336,8915,438798,311953,29881,29881,397,41145,160,1397,842516,1706,6879,0,7609442,601763,1511056,22419,2107,434683,833572,71922,1557285,66596,,9561,26564,5788548,235127,440,166258,723877,283099,30695,2768489,956202,468663,3765438,1547586,229585,1088992,53554,0,462514,4115777,893023,5976,3297,179651,3219,10986,22448,15196,,,4457,171629,8183,13557,0,134952,1334362,1664,776014,44836,3025584,3880453,20579,12936,794748,635150,354,34295,97859,2218203,,,,30240,173644,0,3581,297914,23024,116466,1103111,137253,534,2199664,,0,99,2516152,10854,57781,256,54426,,,25609,22581,7188,1811228,,8071,429,166573,,0,74351,3936615,29438,,2924565,878981,,820128,804,,254115,30,57099,56000,801745,,206298,,10700,5416,36810,,16555,127667,1005480,249474,2065,2076,9833,1948211,156675,2513,610,143962,125324,,139,221237,764,5945,762,687988,5276,10344,43411,9789,1624715
3/31/17,37202,,2304130,64556,15452,1221,1456,3690615,15763,,5339,77211,,119,3711,10902,64,106330,1368911,901,10616755,234704,52664,1556,0,3326801,45773,5003,5288227,170,575,834182,183819,570,2922,,14871,375699,98496,1049,,,35628,9155,187831,16949,29691,408131,42,,47849,1638417,6144,92,385,6220,3560,154442,4986783,0,53173,0,5388,1076688,0,15092,84,1629656,,317423,36311,2527230,2672691,284104,286252,26027,28900,,119,11582,,,2649,397,2619,14477,3634,79,,13015,231056,20939,555088,212,871952,47995,1009713,1023227,887,1174,5168,,157925,342168,963,23136,5506,4870,616,150159,257548,2479,1000319,,,,142,20300,22,0,,,473240,130976,6441,44966,82307,76,11406,1122694,,553233,205571,0,1659227,343,71307,372,178914,0,37605,2854189,8731,116599,,185,1913167,2452,212059,1244336,72815,352247,93766,32226,691775,499675,413699,420376,2890050,6718601,1358621,485439,720,329185,315,315,2367199,114808,8643938,0,842,1669,81055,152771,,,63829,7441,2102,8441,438798,313665,26824,26824,251,43030,97,2151,842516,1279,7044,0,7588465,601269,1395920,23357,2107,450410,808410,69840,1551162,70953,,9561,25611,5831728,208312,486,165225,728240,283300,30053,2722244,1001339,476045,3785078,1525695,228745,1111406,57337,0,416859,4103309,856864,6097,517,181085,2498,10986,22565,14572,,,4177,189028,7222,13552,0,134952,1245737,1857,776014,50457,3025584,4420068,24308,13366,799034,655852,354,35645,100649,2100161,,0,0,30962,176797,0,3498,302464,19132,143303,1116805,137285,472,2056887,,0,86,2897994,10454,63661,256,50238,,,23630,22566,6380,1816432,,9288,435,213163,,0,71551,3992311,29448,,2825306,908553,,839635,622,,253618,30,67506,58934,800978,0,211294,,10137,5441,36810,,16085,129571,1037526,279451,2304,1923,9915,1954882,152254,2518,497,146634,121277,,175,216268,646,5945,761,687988,5168,10203,37894,9876,1565123
6/30/17,36892,,2114603,68061,16603,1314,1456,2980623,18024,,5182,73480,,38,3306,12027,54,110404,1414436,1022,8546443,204999,52587,1545,0,3276017,50341,6668,3734152,219,607,755961,204977,783,3438,,14871,344223,109238,1049,,,39139,8879,188603,17435,29706,420936,37,,47849,1266406,5508,110,248,6181,2882,132901,5692479,0,57660,0,4248,1101041,0,17083,48,1745009,,341015,38022,2596626,2801946,276551,289321,29419,29568,,106,11502,,,2649,382,2619,18755,3739,93,,12973,245852,23440,555088,206,871952,49276,1014845,1135225,767,1354,5048,,159929,338948,1102,24898,5506,5750,477,156603,283608,1568,1043454,,,,78,20300,25,0,,,501215,147469,6536,52524,89986,86,11406,1179374,,553233,212722,0,1727716,304,75088,174,191075,0,47999,3045292,6555,122982,,257,2042605,3104,218910,1275446,78458,357431,94058,33466,691775,492896,520325,431276,2909757,6743234,1545028,485727,720,353072,315,315,2603610,115351,8010709,0,776,1587,81660,163254,,,64517,8937,2584,9294,438798,325506,25590,25590,203,44111,134,2608,842516,1350,8106,0,7940762,614661,1394089,23744,2107,452103,812953,71881,1658404,75183,0,9561,24377,6099613,209146,541,175393,784359,299131,30904,2809508,982024,494679,3952873,1597152,249803,1186014,59758,0,457877,4701565,875758,5322,270,185531,2701,10986,24153,14400,,,4401,215231,6784,11226,0,134952,1294865,1650,776014,93916,3025584,4106876,26286,15060,843819,690378,354,37815,110158,2266387,,0,,33458,171461,0,3675,321279,21473,142551,1184156,150497,442,1750277,,0,149,1839259,11345,65179,256,54321,,,25485,24565,6449,1827222,,7661,533,260151,,0,77345,4269959,31803,,2824205,912698,,909575,510,,280703,30,69465,62490,840041,0,218577,0,10905,5798,36810,,15991,135212,1115918,304194,2732,1821,11407,2237876,153327,2294,392,142178,133505,,334,227038,1627,5945,898,687988,4997,10554,35738,10250,1596843
9/30/17,33919,,1930477,65321,18889,1114,1456,2406457,16531,,5356,81641,,94,3200,11016,99,105410,1333535,747,6467739,218971,49056,1447,0,3361973,49495,6096,2845349,187,453,552627,202460,786,2579,,14871,275755,108059,1049,0,,37324,8435,187917,17042,26153,398347,0,0,47849,883101,5151,95,154,5941,2433,109777,4982924,,53643,0,3622,1027489,0,14065,121,1683536,,311388,35471,2353065,2633241,285410,294128,28002,28443,,100,11353,,,2649,324,2546,19356,3087,65,,11255,233541,28691,555088,130,871952,41653,890489,1171911,605,984,4966,,146707,300829,1012,24617,6164,5531,254,148133,266212,1268,947640,,,,86,20300,0,0,,,452232,129592,6234,50404,83239,83,11406,1155710,,483111,209800,0,1615714,337,71938,125,183358,0,44629,2878325,5630,118899,23,259,1953294,3090,159516,1212651,93448,324403,96609,29085,691775,499517,455088,417890,2692292,5990796,1465586,425108,720,335677,315,315,2519156,102536,7312309,0,654,1630,77827,150467,,,62967,8536,2296,8297,438798,321208,24285,24285,248,40622,130,2008,842516,1389,7661,0,7401318,606807,1254668,22966,2107,434319,791293,70218,1572151,78504,,9561,24034,5829265,179362,521,168714,738761,293507,28122,2434721,861734,459972,3789694,1542148,216497,1121754,55602,0,406150,4388178,795597,23961,170,184788,2876,10986,23399,13853,,,4088,220959,6270,10152,0,134952,1241171,1766,776014,90219,3025584,3474638,24043,13237,810281,662958,354,35063,105297,2148298,,,,32002,167145,,3520,308798,18993,94122,1148481,143532,369,1361062,,0,154,1508511,10382,52847,256,46410,,,24606,23037,6123,1795603,,7297,446,278237,,0,72885,4086499,31948,,2595627,836721,,878220,400,,256504,44,45820,60770,802127,0,221639,,10088,5347,36810,0,15977,135319,1078626,206752,1904,1665,11303,2159731,141689,1955,370,146035,129091,,198,208854,1260,5945,661,687988,5064,9945,40197,9399,1434883
12/31/17,31937,,2048560,64157,17288,1023,1456,3587498,15734,,6275,82881,,0,3917,9616,74,105263,1322299,364,9250566,280701,45399,1246,0,3252747,48604,6080,4529960,206,446,552627,190549,563,2351,,14871,356540,106925,1049,0,0,39191,8397,184934,17906,24168,388518,0,42,47849,1446705,5254,181,155,5877,3285,136814,5168438,0,51758,0,3165,954224,0,14087,163,1577539,,300581,34679,2295207,2646646,278894,308468,27766,26982,,111,10261,,,2587,573,2234,23807,2552,49,,10437,231058,31593,555088,524,871952,44283,848115,1190649,533,1430,4536,,140752,297517,1085,24063,4652,5528,373,138088,270511,752,1026786,,,0,42,20300,13,0,,,463099,173079,6052,48715,78049,137,11406,1150737,,461167,210672,14,1657947,458,71699,258,170857,,41779,2855175,5502,118504,1053,242,1876112,2392,173730,1198350,69465,298793,93916,28083,691775,480445,485896,419401,2621174,5518934,1312251,349768,720,333187,315,315,2530566,108877,7861989,0,516,1517,75850,140253,,,61057,7163,2131,5434,438798,318141,22400,22400,239,41151,121,1824,842516,1096,7433,0,7273781,585360,1184397,21758,2107,428529,772061,65696,1580661,81688,,9561,22189,5728251,216619,495,170776,721314,288934,27015,2571763,946203,442641,3855304,1513541,208058,1132184,53614,0,363953,4412819,730500,30565,606,183645,2146,10986,22710,13612,,,3734,189187,5566,9305,0,134952,1235649,1884,776014,82798,3025584,3972506,23907,12061,807861,662440,354,30809,101647,2157663,,,,32417,161835,0,3568,308704,17890,130423,1126633,140374,327,2170808,,0,126,2183213,10417,52034,256,44541,,,24391,23543,5766,1747689,,7197,523,309012,,0,65979,4061223,32010,,2456581,806726,,869230,381,,247324,19,49541,60219,797518,,215787,,9681,5317,36810,,14866,139341,1075946,233517,2037,1580,11414,1945841,129988,2133,466,144858,119583,,164,202031,803,5945,600,687988,5154,9726,41303,9156,1385399
3/31/18,30491,,2119412,65813,17170,1132,1456,3623691,18647,,6644,85725,,0,3427,9157,43,106814,1334449,41,10188234,287204,43289,1177,0,2507095,48996,6553,4762272,180,524,552627,191792,588,2617,,14871,375328,108015,1049,0,230,43545,7875,187509,18016,22197,384880,0,260,47849,1625730,3804,137,355,5849,2872,148383,5061949,,51651,0,3004,938523,0,14963,122,1593572,,310860,35223,2320107,2721419,288611,316985,28831,27243,,107,10437,,,2481,356,2114,18229,2385,72,,10104,225851,28869,555088,358,871952,46198,847596,1196273,413,1703,4665,,139019,303052,1055,24751,3995,6093,450,109664,284193,592,1083297,,,2068,126,20300,11,0,,,495671,168905,6241,44105,75449,121,11406,1176846,,472282,209673,18,1651416,336,73863,254,169162,0,38043,2820394,5251,121587,946,171,1858303,2492,192265,1196363,73443,285246,95007,27658,691775,489315,502166,429983,2600855,5177196,1351475,299968,720,332999,315,315,2545989,115051,8495595,0,422,1354,74642,138060,,,56301,6307,2706,2729,438798,324126,21786,21786,219,43969,77,2121,842516,827,8058,0,7294875,597905,1160134,21967,2107,434816,808025,63970,1542603,85711,,9561,21919,5721357,328031,451,170895,723059,284249,27035,2553372,970745,442935,3854755,1535490,222476,1163290,58656,0,365543,4328994,693444,43527,926,186753,2211,10986,23751,13190,,,3646,190435,5364,8181,12,134952,1186213,1564,776014,104811,3025584,4580587,23365,10770,825993,668495,354,32344,106120,2204185,,,,32683,162053,,3660,311814,14998,161149,1121634,139583,322,1961323,,13,92,2540524,10339,57542,256,43010,,,24218,23341,5371,1766572,2755,7898,884,349575,,0,61967,4139867,35041,,2381369,849166,,883652,297,,260889,23,52963,59986,821216,,230690,,9612,4966,36810,,14476,155475,1098845,252425,2308,1351,12628,2010153,134846,2117,612,148069,118968,,247,202189,733,5945,580,687988,5404,9382,39950,9452,1360634
6/30/18,28038,,1865527,67389,17111,933,1456,2700962,19979,,6558,75721,,,2893,8332,12,109436,1320715,47,7544043,252794,39928,1277,0,2347362,46329,6380,3025312,228,397,725100,211541,789,2392,,14871,332507,111823,1049,0,447,45707,7551,187321,17953,20509,379445,12,63,47849,1175867,3286,13,569,5951,3069,116333,5746958,,53964,0,2668,913991,0,14252,122,1679561,,322040,35084,2253846,2684458,281122,301391,30037,26822,,89,11724,,,2481,405,2264,23228,2373,39,,9935,223975,23467,555088,250,871952,45326,814103,1196273,317,1297,4076,,134683,305855,1101,25653,4941,6506,242,121654,290473,862,1035150,,,3968,89,20300,12,0,,,513027,179651,6133,40015,76763,173,11406,1190254,,481519,211514,0,1653898,390,74640,156,177011,,38009,2765844,4983,122318,845,240,1921602,2382,181128,1196068,73985,273649,97714,26881,691775,481145,539673,436810,2615044,4915401,1495375,256459,720,338458,315,315,2568792,109025,7353956,,566,1494,73535,136109,,,54137,5625,2483,1742,438798,330316,19596,19596,205,43578,79,1924,842516,569,8543,0,7255603,586467,1051920,21162,2107,439533,819181,63809,1494652,93563,0,9561,20490,5756318,356065,412,175830,701163,280130,26015,2379001,917650,452399,3805191,1534958,236223,1168639,58077,0,397192,4646696,687037,44484,1053,189861,2334,10986,24121,13355,,,3700,201785,4599,7432,0,134952,1201266,1731,776014,170504,3025584,3848946,20511,10867,834397,675010,354,32500,112505,2259077,,,,32148,156022,,3689,317380,14439,146649,1149389,141784,382,1521482,,16,116,1694304,10108,63787,256,40610,,0,24475,23970,5064,1732589,43491,9124,1280,389657,,0,65977,4160303,33955,,2310446,889454,,907684,264,,276752,23,52460,59667,820659,,237620,,9687,5166,36810,,12136,159771,1118408,244082,2212,1433,14184,2237388,136488,1878,646,146512,123785,,141,201150,1356,5945,448,687988,5059,9428,38810,9221,1287839
9/30/18,25849,,1689991,66175,18168,882,1456,2333199,18288,,5984,76018,,0,3169,5220,33,107497,1279751,134,6208997,303359,38642,1249,0,2301702,48426,7894,2550431,139,204,541414,211114,845,2465,,14871,278391,112855,1049,,419,42099,7171,190299,17479,18110,371485,11,375,47849,911783,2728,30,565,6386,2374,105763,4934681,,54503,0,2608,820408,0,13715,72,1720181,,305793,34501,2178794,2652864,287192,242910,30863,26838,,69,11232,,,2683,241,2438,26415,2121,62,,9366,222310,19186,555088,254,871952,47893,787270,1196273,281,1292,3739,,128930,298604,948,25323,5414,6325,183,135268,288540,904,985780,,,3479,166,20300,24,0,,5161,471490,204200,6007,28904,73821,232,11406,1193467,,467111,209060,45,1685662,279,73665,139,171649,,35006,2760520,4673,121174,745,121,1923741,2409,145098,1166001,95379,258804,102328,27152,691775,486184,517418,435297,2542204,4588244,1459566,266351,720,338862,315,315,2573334,99711,7074250,,697,1423,71245,132474,,,53253,5616,2451,1376,438798,328104,19081,19081,171,45053,90,1961,842516,1027,8863,0,7011077,596027,948289,21193,2107,435683,811827,66134,1470351,96623,0,9561,19354,5654945,359124,319,178200,608447,265794,21886,2145320,884357,453821,3723539,1547651,240677,1162376,52973,0,384091,4308865,667325,40009,966,186375,1992,10986,23709,13100,,,3491,217573,4259,7037,14,134952,1212264,1806,776014,128754,3025584,3553800,22733,9736,828192,663421,354,32538,116092,2266843,,,,31282,151040,,3443,316123,13270,99649,1161577,141199,305,1285670,,0,88,1439467,10008,60951,256,37599,,0,23720,24860,4556,1744804,42129,10342,1757,411894,,0,65813,4104489,30567,,2178153,952451,,908948,234,,280307,42,38911,59405,806631,,243309,0,12041,5255,36810,,11420,151515,1126880,192923,1762,1296,14499,2213118,124945,1856,760,147547,132965,,164,192357,1253,5945,448,687988,5240,8874,40898,8749,1228090
12/31/18,23336,266,1721412,66756,17076,874,1456,3509416,17978,,6324,77233,,,2867,5503,53,107522,1293516,166,8041302,350494,37210,1184,0,2491729,48499,8192,3971563,137,226,939493,202126,724,1902,,14871,364975,113048,1049,0,436,41903,6949,189172,18063,16493,368145,11,498,47849,1449554,2806,22,565,5479,3637,127135,5257396,,50717,0,2612,741434,0,13572,74,1607940,41637,286509,34247,2140487,2703879,287691,241965,31135,25213,,84,10763,,,2638,253,2172,28720,2144,33,,9768,221999,16760,555088,247,871952,45298,743031,1196273,222,1573,2770,,123196,300269,836,25986,5469,6030,205,135101,297765,1106,1089977,,,3214,110,20300,12,0,,17797,483956,217106,5988,41509,71520,240,11406,1186940,,425099,211356,15,1676002,334,69602,114,161453,,32162,2866364,4183,123233,640,133,1843885,2158,162280,1141939,73083,244602,101467,25578,691775,466160,530131,440615,2465451,4248579,1322841,249957,720,337779,315,315,2561741,105404,7586338,0,863,1346,70743,122317,,,50249,5704,2093,1372,438798,327573,17825,17825,129,43946,100,1705,842516,850,8961,0,6887136,588230,951523,21239,2107,425325,788412,61905,1451027,97032,,9561,18481,5574451,381808,357,175255,592723,252150,15626,2301860,965467,436208,3780765,1529940,223478,1185865,51544,0,353279,4409624,619028,50738,1092,188734,2032,10986,23750,12939,,,3357,180213,3602,6578,0,134952,1193047,1941,776014,105124,3025584,4012205,22548,9168,839871,672212,354,31172,115341,2299530,,0,,32485,146343,,3510,318129,12614,140309,1129869,141004,354,2041362,,13,86,1947499,9733,60843,256,36005,,0,23303,27160,4522,1749977,37892,8938,2533,443852,,0,59997,4182727,21245,95,2088195,910067,,918131,206,,283336,12,44146,58711,796709,,245009,0,13161,5151,36810,,8658,151002,1139824,195929,1760,1241,14891,1996291,126200,1682,658,148244,123019,,34,186983,930,5945,309,687988,5429,8707,40785,9377,1200340
3/31/19,21863,2267,1620729,68055,15951,728,1456,5058275,17815,12,6413,81073,,,2840,6932,600,108848,1289876,240,9026101,337797,35032,1155,0,2854207,43449,7116,4238315,94,236,939493,201926,722,1515,,14871,356721,115185,1049,0,418,40732,7026,194488,16996,15606,363154,11,476,47849,1635153,2867,0,565,5253,3089,140865,5283857,0,50962,0,2721,703442,0,11823,79,1609135,96976,282923,33349,2103812,2765214,290173,279971,31762,25611,,62,12239,,,2638,246,1841,28769,1995,42,0,9302,215472,17782,555088,395,871952,45765,728618,1217024,180,2764,2832,,120633,300639,817,26123,5267,6124,206,139512,297548,2122,1174727,,,2867,75,20300,42,0,,20861,484056,228700,6079,42611,68376,190,11406,1202611,,424626,211378,26,1681971,239,68729,118,157035,,32227,2912251,3491,127033,568,232,1825915,2011,192760,1113908,73704,228385,105340,22935,691775,454476,549239,450631,2411121,4009440,1357045,240756,720,334488,315,315,2502541,108078,7968665,,828,1176,69383,120344,,,45642,5719,1939,993,438798,360740,16464,16464,0,44680,104,1945,842516,646,9422,0,6775892,586403,841803,21765,2523,429378,809402,58685,1425037,100604,,9561,18402,5509736,548486,351,176671,640902,246566,11588,2277892,1028605,445110,3731900,1527549,229933,1218174,58473,0,343993,4332445,579459,62854,1144,194171,1913,10802,23746,12747,,,3263,187860,3060,6254,15,134952,1036361,1862,776014,99631,3025584,4682262,22379,8049,829206,668709,354,29560,117612,2303184,,,,31837,148443,,3659,313859,11743,186431,1110351,136315,250,1814961,,66,126,2196600,9206,64027,256,33781,11667,0,23657,27364,4347,1763524,32380,10267,3493,471602,,0,57568,4224406,30161,1064,1974677,916312,,919730,205,,289368,13,51120,57359,751438,,250156,0,18797,4912,36810,0,4013,154021,1144387,205517,1759,1192,16069,2023130,123747,1750,739,156111,121744,,90,180535,756,5945,369,687988,5199,8826,38749,9506,1154749
6/30/19,19329,2707,1215372,68656,11382,746,1456,6911632,17224,304,5995,76647,586,,2638,9078,704,110210,1272574,295,7080993,283367,35645,1161,0,2738244,54878,7627,3002109,101,266,789853,213512,772,1938,0,14871,341919,123094,1049,0,582,42261,6608,192977,17044,14884,354626,28,789,47849,1243548,2802,0,565,4992,3059,115561,5992019,,51334,0,2461,711436,0,13587,173,1640482,114257,290593,30343,2053370,2732362,276851,265745,33260,25406,,93,12194,,,2638,246,2114,32649,1892,59,723,8671,213780,18439,555088,541,871952,47461,702377,1217024,140,2905,2942,,116607,312426,804,26420,5408,6169,207,148470,306668,4611,1126733,,,2544,128,20300,0,0,,23778,527183,220170,6010,43524,63632,198,11406,1212165,,458175,209598,12,1654690,149,71002,155,155193,,34121,2963618,1976,126449,498,219,1877522,2001,185721,1110859,75118,219263,106060,25312,691775,435219,549239,455177,2450035,3928049,1458717,252735,720,336289,315,315,2478421,99027,7202360,0,967,1265,65417,122581,2942,,43726,5972,2547,851,438798,352170,14746,14746,0,48102,120,1609,842516,536,10240,0,6765772,574400,866287,22117,2523,433182,795792,58291,1429427,102449,,9561,18047,5572097,591788,274,179003,671838,246046,9384,2116571,971618,447082,3705539,1497604,256672,1217577,57146,0,367695,4667212,602599,53556,1136,195043,1635,10378,23644,12764,,,3044,198520,2541,5739,28,134952,1113034,2172,776014,149483,3025584,4129140,25478,7338,858753,673215,354,33822,118759,2319866,,0,,32411,140807,0,3480,319006,10701,156840,1170201,138194,242,1521250,0,90,49,1470487,9087,71086,256,31875,49380,0,22630,29130,4091,1709294,28893,10255,3329,521876,,0,60623,4232436,31248,1320,1880141,948326,,947758,169,,294132,0,50621,57531,724500,,256167,0,27571,5015,36810,0,1723,151693,1142956,220405,2058,1054,17320,2220473,124072,1607,726,148482,125721,,88,179061,1526,5945,515,687988,5530,8266,32393,10093,1107760
9/30/19,18548,2998,1152048,69788,9933,729,1456,6996315,13860,415,6737,84446,3295,,2315,10692,754,113590,1272276,254,5889279,319459,37442,1163,0,2794824,60366,7803,2479702,75,245,586599,224715,742,2018,406,14871,320168,128976,1049,0,563,37984,6660,192711,16714,14281,356406,14,815,47849,949477,3542,0,565,5775,3471,107707,5347885,40,51909,0,2632,741167,0,13804,157,1698022,123875,295336,29616,2041209,2755042,294764,244064,35455,26368,,99,11539,,,2695,256,2261,37932,1910,35,904,8497,216139,18508,555088,380,871952,56416,707589,1217024,14,2915,3148,,117749,315343,786,24952,6160,6361,257,153532,310448,3107,1095640,,,2338,88,20300,32,0,,28478,487457,215370,6177,43976,61901,193,11406,1260821,13253,473373,212681,0,1734872,57,73095,142,147853,,32168,2949352,559,127038,431,314,1920430,1660,144715,1118476,97217,212503,111355,25762,691775,461206,549239,465308,2483544,3868513,1440929,268544,720,343765,315,315,2636487,95597,7112817,,848,1423,64938,123511,2942,,42799,6238,3004,763,438798,350413,14909,14909,0,50657,72,986,842516,535,10981,0,6736724,596543,915915,21839,2523,448279,792219,60551,1428947,106912,,9561,18026,5661211,664996,331,181892,709920,248495,9454,1985108,941094,461092,3750470,1573265,269911,1231498,57823,0,356773,4440675,626512,43439,1172,201422,2337,10187,23718,12586,,,2836,200522,2497,5794,28,134952,1157129,2205,776014,125923,3025584,3907963,27587,6940,865006,682967,354,33059,123840,2339862,,31,,32460,140698,0,3159,324721,10734,104171,1178879,142321,200,1286437,268213,74,87,1312165,8863,75708,256,30297,53301,0,22323,30547,4172,1755520,25614,10967,4057,582596,,0,65415,4257050,35222,1406,1826628,1073432,,978030,168,,302745,0,38592,58649,726620,0,264955,,27686,5164,36810,30,2450,148454,1162021,179769,1646,901,17717,2284850,114780,1692,672,151497,137577,,49,178268,1041,5945,450,687988,5646,7664,37755,9831,1086725
